AGE,SCHOOL TYPE,GENDER,CASTE,FAMILY INCOME,OCCUPATION,MARRIED(YES/NO),ACADEMIC MARKS,NO OF SIBLINGS,WORK(YES/NO),CLASS,LOCATION,DROPOUT
16,GOVT,F,GEN,159645,BUSINESS,NO,86,1,NO,10,URBAN,N
17,PVT,F,GEN,211837,BUSINESS,NO,89,1,NO,10,RURAL,N
10,GOVT,F,GEN,111422,LABOUR,YES,73,4,NO,3,URBAN,Y
14,GOVT,M,OBC,132849,FARMER,NO,65,4,YES,4,RURAL,Y
13,GOVT,M,SC,59000,LABOUR,YES,61,3,YES,4,RURAL,Y
13,GOVT,F,GEN,138073,ACCOUNTANT,NO,89,1,NO,3,RURAL,Y
18,PVT,F,GEN,240751,BUSINESS,NO,89,1,NO,9,URBAN,N
16,GOVT,M,GEN,94839,LABOUR,NO,87,2,NO,12,RURAL,Y
18,PVT,M,GEN,300000,ACCOUNTANT,YES,79,1,NO,10,RURAL,N
13,PVT,M,GEN,93355,ACCOUNTANT,NO,83,5,NO,3,RURAL,Y
18,PVT,F,GEN,168727,BUSINESS,NO,60,2,NO,8,URBAN,N
18,PVT,F,OBC,248071,ACCOUNTANT,YES,89,1,NO,11,RURAL,N
14,GOVT,M,OBC,86336,PEON,YES,62,3,YES,4,RURAL,Y
16,PVT,M,ST,119816,ACCOUNTANT,NO,89,2,NO,10,RURAL,Y
15,GOVT,M,GEN,89170,FARMER,NO,76,1,YES,5,RURAL,Y
18,PVT,F,GEN,260252,BUSINESS,YES,83,1,NO,7,URBAN,N
17,GOVT,M,SC,119251,LABOUR,NO,60,3,YES,4,RURAL,Y
12,GOVT,M,OBC,110718,LABOUR,NO,63,3,YES,3,RURAL,Y
12,PVT,F,OBC,300000,BUSINESS,YES,69,5,NO,9,URBAN,N
17,GOVT,M,OBC,206139,LABOUR,NO,67,2,YES,10,RURAL,Y
18,GOVT,F,ST,99577,PEON,NO,77,4,NO,3,RURAL,Y
17,PVT,M,GEN,71547,BUSINESS,YES,64,1,NO,10,RURAL,N
9,GOVT,M,SC,99957,LABOUR,NO,59,5,YES,3,RURAL,Y
13,GOVT,M,OBC,80168,FARMER,NO,61,4,YES,5,RURAL,Y
18,GOVT,M,GEN,154322,PEON,NO,67,2,NO,4,RURAL,Y
18,GOVT,M,ST,117566,BUSINESS,NO,62,3,NO,10,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,86,2,NO,8,URBAN,N
18,GOVT,M,OBC,188080,FARMER,NO,56,2,YES,5,RURAL,Y
11,GOVT,M,OBC,76049,LABOUR,YES,73,4,NO,3,RURAL,Y
12,GOVT,M,SC,59000,LABOUR,YES,55,5,NO,3,RURAL,Y
10,GOVT,M,SC,59000,FARMER,NO,65,4,YES,3,RURAL,Y
18,PVT,F,GEN,197777,ACCOUNTANT,NO,89,1,NO,7,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,86,1,NO,8,URBAN,N
15,GOVT,M,SC,59000,LABOUR,NO,59,3,YES,3,RURAL,Y
11,GOVT,M,GEN,96957,LABOUR,YES,55,2,NO,4,RURAL,Y
13,GOVT,M,OBC,112285,LABOUR,NO,65,4,YES,4,RURAL,Y
15,GOVT,M,ST,77413,FARMER,NO,79,3,YES,5,RURAL,Y
18,PVT,F,GEN,300000,TEACHER,NO,81,3,NO,9,URBAN,N
12,GOVT,M,SC,116483,LABOUR,NO,56,5,YES,4,RURAL,Y
17,PVT,M,GEN,300000,BUSINESS,NO,89,1,YES,11,URBAN,N
18,GOVT,F,GEN,137669,TEACHER,NO,75,2,YES,4,RURAL,N
17,GOVT,M,OBC,109668,FARMER,NO,63,4,YES,6,RURAL,N
18,PVT,F,GEN,173067,LABOUR,NO,74,2,NO,11,RURAL,Y
17,PVT,F,GEN,204539,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
13,GOVT,M,SC,93980,LABOUR,NO,58,5,YES,3,RURAL,Y
11,GOVT,F,OBC,89826,LABOUR,YES,77,3,NO,3,RURAL,Y
16,PVT,F,GEN,237831,ACCOUNTANT,NO,82,1,NO,8,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,NO,86,2,NO,7,RURAL,N
14,GOVT,F,GEN,75879,LABOUR,NO,64,3,YES,4,URBAN,Y
16,GOVT,M,GEN,87662,TEACHER,YES,75,2,YES,3,RURAL,N
16,PVT,F,GEN,300000,ACCOUNTANT,NO,86,2,NO,9,URBAN,N
17,GOVT,M,GEN,114338,LABOUR,NO,75,2,NO,4,RURAL,Y
15,GOVT,M,OBC,77498,LABOUR,YES,55,3,YES,4,RURAL,Y
18,GOVT,M,OBC,126149,TEACHER,NO,63,4,YES,4,RURAL,Y
14,GOVT,M,SC,106869,FARMER,NO,68,5,YES,4,RURAL,Y
18,PVT,F,GEN,253259,TEACHER,YES,87,1,NO,9,URBAN,Y
18,PVT,F,GEN,212091,ACCOUNTANT,YES,87,1,NO,9,URBAN,N
12,GOVT,M,OBC,59000,LABOUR,NO,56,4,YES,3,RURAL,Y
11,GOVT,M,GEN,135418,ACCOUNTANT,YES,57,1,YES,4,URBAN,Y
18,PVT,F,GEN,129897,BUSINESS,NO,86,2,NO,11,RURAL,N
12,GOVT,M,OBC,126730,PEON,NO,74,2,NO,12,RURAL,Y
16,PVT,F,GEN,235977,ACCOUNTANT,YES,85,1,NO,10,URBAN,N
18,PVT,M,GEN,146933,BUSINESS,NO,89,1,YES,9,RURAL,N
13,GOVT,F,SC,59000,FARMER,NO,74,4,YES,4,RURAL,Y
15,GOVT,M,OBC,109264,FARMER,NO,64,4,YES,4,RURAL,Y
16,PVT,F,GEN,256790,ACCOUNTANT,YES,88,1,NO,8,URBAN,N
17,PVT,F,ST,129691,PEON,NO,85,2,NO,11,RURAL,Y
17,PVT,F,SC,300000,BUSINESS,NO,88,2,NO,10,RURAL,N
10,GOVT,M,SC,148657,TEACHER,NO,73,4,YES,4,RURAL,Y
16,GOVT,F,GEN,121314,PEON,NO,89,2,NO,10,URBAN,N
13,GOVT,M,SC,88532,LABOUR,NO,55,5,NO,3,RURAL,Y
18,PVT,F,GEN,124968,ACCOUNTANT,YES,69,1,YES,12,URBAN,N
17,PVT,F,GEN,300000,BUSINESS,NO,79,2,NO,8,URBAN,N
18,PVT,F,GEN,249243,FARMER,NO,88,2,NO,11,RURAL,N
10,GOVT,M,SC,59000,LABOUR,NO,61,5,YES,3,RURAL,Y
17,GOVT,F,GEN,113826,PEON,YES,63,2,NO,10,URBAN,Y
12,GOVT,M,SC,96359,TEACHER,NO,75,3,NO,3,RURAL,Y
18,PVT,M,GEN,154593,ACCOUNTANT,NO,89,1,YES,11,URBAN,N
11,GOVT,F,GEN,96336,LABOUR,YES,55,5,NO,3,URBAN,Y
15,PVT,M,GEN,154716,ACCOUNTANT,YES,89,1,NO,11,RURAL,N
15,GOVT,M,GEN,102389,LABOUR,NO,55,4,YES,4,URBAN,Y
16,PVT,F,GEN,300000,BUSINESS,NO,85,2,NO,8,URBAN,N
16,PVT,F,GEN,295118,ACCOUNTANT,NO,87,2,NO,8,RURAL,N
14,GOVT,M,SC,59000,LABOUR,NO,55,5,NO,3,RURAL,Y
11,GOVT,M,ST,77657,LABOUR,YES,55,3,YES,3,RURAL,Y
18,PVT,M,GEN,300000,BUSINESS,NO,89,1,YES,8,RURAL,N
12,GOVT,M,OBC,59000,FARMER,NO,66,4,YES,4,RURAL,Y
18,GOVT,M,ST,111084,PEON,NO,64,1,YES,10,RURAL,Y
18,PVT,F,GEN,160202,FARMER,NO,63,1,NO,11,RURAL,N
16,GOVT,F,GEN,90531,ACCOUNTANT,NO,68,1,NO,11,URBAN,N
18,GOVT,M,GEN,140637,LABOUR,NO,55,3,NO,4,RURAL,Y
17,PVT,F,GEN,139102,FARMER,NO,61,1,NO,10,RURAL,N
18,PVT,M,OBC,294538,ACCOUNTANT,NO,87,2,NO,12,RURAL,N
15,GOVT,M,OBC,78725,LABOUR,NO,61,3,YES,4,RURAL,Y
15,PVT,F,GEN,229453,BUSINESS,YES,88,3,NO,10,RURAL,N
17,PVT,F,GEN,75487,ACCOUNTANT,NO,71,2,NO,10,RURAL,Y
12,GOVT,M,OBC,105382,LABOUR,NO,62,3,YES,5,RURAL,Y
10,GOVT,M,SC,59000,LABOUR,NO,57,4,YES,3,RURAL,Y
18,PVT,F,GEN,296640,ACCOUNTANT,YES,85,1,NO,8,URBAN,N
12,GOVT,M,OBC,63973,TEACHER,YES,58,5,YES,4,RURAL,Y
11,GOVT,M,ST,76847,LABOUR,YES,71,4,NO,4,URBAN,Y
17,PVT,F,GEN,123836,BUSINESS,YES,89,1,NO,9,URBAN,N
12,GOVT,F,OBC,151976,LABOUR,YES,75,1,NO,8,URBAN,N
11,GOVT,M,GEN,67314,LABOUR,NO,62,2,YES,3,RURAL,Y
10,GOVT,M,SC,86366,FARMER,NO,61,3,YES,4,RURAL,Y
18,PVT,F,GEN,245689,BUSINESS,NO,83,1,NO,10,URBAN,N
11,GOVT,M,OBC,83595,LABOUR,YES,63,5,NO,5,RURAL,Y
16,PVT,F,GEN,237926,BUSINESS,NO,87,1,NO,9,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,73,1,NO,11,RURAL,N
12,GOVT,M,ST,59000,BUSINESS,YES,72,4,YES,3,RURAL,Y
10,GOVT,M,GEN,89394,LABOUR,NO,57,5,NO,3,RURAL,Y
12,GOVT,M,OBC,59000,FARMER,NO,59,5,YES,5,RURAL,Y
17,GOVT,M,GEN,92931,PEON,NO,74,1,YES,4,URBAN,Y
17,PVT,F,GEN,104223,ACCOUNTANT,YES,88,1,NO,8,URBAN,N
18,PVT,F,GEN,59642,BUSINESS,YES,60,3,NO,9,RURAL,Y
16,PVT,M,GEN,117333,LABOUR,NO,84,2,YES,9,RURAL,N
10,GOVT,M,GEN,128235,LABOUR,NO,60,5,YES,5,RURAL,Y
18,GOVT,M,GEN,94574,BUSINESS,YES,76,1,NO,4,URBAN,Y
18,GOVT,F,GEN,133893,TEACHER,NO,89,1,NO,11,RURAL,N
17,GOVT,M,OBC,134488,PEON,YES,75,1,YES,9,RURAL,N
11,GOVT,M,GEN,102928,LABOUR,NO,55,3,NO,3,RURAL,Y
15,GOVT,M,SC,66447,LABOUR,NO,56,4,YES,5,RURAL,Y
12,PVT,M,ST,120379,LABOUR,NO,59,3,YES,4,RURAL,Y
16,PVT,F,OBC,245480,BUSINESS,NO,72,2,NO,7,URBAN,N
18,PVT,F,GEN,217517,PEON,NO,89,1,NO,10,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,NO,87,1,NO,9,URBAN,N
16,PVT,F,GEN,282944,ACCOUNTANT,NO,80,1,NO,8,URBAN,N
17,PVT,F,GEN,224847,ACCOUNTANT,NO,82,1,NO,9,RURAL,N
18,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
9,GOVT,M,GEN,127528,LABOUR,NO,75,5,YES,3,RURAL,Y
18,PVT,F,GEN,272314,BUSINESS,NO,83,1,NO,10,URBAN,N
18,PVT,F,GEN,241387,ACCOUNTANT,NO,85,1,NO,9,RURAL,N
13,GOVT,F,SC,93378,LABOUR,NO,56,5,YES,3,URBAN,Y
14,GOVT,M,SC,82344,FARMER,YES,61,4,YES,3,RURAL,Y
18,PVT,M,GEN,141966,PEON,NO,76,3,NO,9,URBAN,N
13,GOVT,M,SC,91704,LABOUR,YES,63,4,YES,6,RURAL,Y
16,GOVT,F,OBC,79290,TEACHER,NO,59,4,YES,3,URBAN,Y
15,GOVT,M,OBC,59000,LABOUR,YES,55,3,YES,4,RURAL,Y
14,GOVT,M,OBC,60065,PEON,NO,61,4,YES,3,URBAN,Y
18,GOVT,M,GEN,121504,PEON,NO,85,2,YES,5,RURAL,Y
13,GOVT,F,ST,68369,FARMER,NO,66,5,NO,3,URBAN,Y
16,PVT,F,GEN,170140,BUSINESS,NO,83,1,NO,8,RURAL,N
17,GOVT,F,OBC,114904,FARMER,NO,60,1,YES,3,RURAL,Y
14,PVT,M,GEN,140114,ACCOUNTANT,NO,61,2,YES,3,RURAL,N
15,PVT,F,GEN,300000,ACCOUNTANT,NO,58,1,NO,9,RURAL,N
17,PVT,F,ST,150468,ACCOUNTANT,NO,89,1,NO,11,RURAL,N
13,GOVT,M,SC,59000,LABOUR,YES,57,5,YES,4,RURAL,Y
17,GOVT,F,OBC,196135,BUSINESS,YES,66,1,NO,11,RURAL,Y
12,GOVT,M,SC,59000,LABOUR,YES,55,2,NO,3,URBAN,Y
18,PVT,F,GEN,300000,BUSINESS,NO,84,2,NO,8,RURAL,N
13,GOVT,M,GEN,119425,LABOUR,NO,73,2,YES,3,RURAL,Y
18,PVT,M,GEN,114717,LABOUR,YES,58,3,YES,4,URBAN,N
17,PVT,F,GEN,295126,BUSINESS,NO,89,1,NO,9,URBAN,N
14,GOVT,M,GEN,78431,LABOUR,NO,60,5,YES,4,RURAL,Y
18,PVT,F,OBC,100983,PEON,NO,89,1,NO,10,URBAN,Y
14,GOVT,M,OBC,76219,FARMER,NO,63,3,YES,4,RURAL,Y
10,GOVT,M,SC,149612,TEACHER,NO,66,2,YES,10,RURAL,Y
17,GOVT,F,GEN,224859,BUSINESS,NO,58,3,NO,11,RURAL,N
13,GOVT,M,SC,59000,LABOUR,YES,63,5,YES,3,RURAL,Y
17,PVT,M,GEN,113267,ACCOUNTANT,NO,61,1,NO,10,RURAL,N
13,GOVT,M,ST,100633,LABOUR,NO,58,3,YES,4,RURAL,Y
18,GOVT,M,GEN,164288,TEACHER,NO,83,2,NO,10,RURAL,N
14,GOVT,M,GEN,139580,LABOUR,NO,71,2,YES,4,RURAL,N
13,PVT,M,ST,127186,PEON,NO,77,3,NO,3,RURAL,Y
11,GOVT,M,OBC,72805,LABOUR,YES,57,2,YES,3,RURAL,Y
13,GOVT,M,OBC,64342,LABOUR,NO,65,5,YES,3,URBAN,Y
11,GOVT,M,GEN,76896,FARMER,NO,67,5,YES,4,RURAL,Y
16,PVT,F,GEN,300000,BUSINESS,YES,88,2,NO,9,URBAN,N
14,GOVT,M,ST,113464,PEON,NO,57,4,YES,3,RURAL,Y
14,GOVT,M,ST,59000,LABOUR,NO,58,5,NO,3,RURAL,Y
13,GOVT,M,OBC,143481,TEACHER,NO,55,4,YES,4,RURAL,Y
16,PVT,F,GEN,147735,ACCOUNTANT,YES,83,1,NO,9,URBAN,N
16,GOVT,M,SC,115845,LABOUR,NO,61,4,YES,4,RURAL,Y
14,GOVT,M,ST,124418,LABOUR,NO,59,3,NO,3,URBAN,N
17,PVT,F,GEN,219785,BUSINESS,NO,89,1,NO,8,URBAN,N
15,GOVT,M,ST,103306,LABOUR,NO,66,3,YES,3,RURAL,Y
18,PVT,M,GEN,247530,BUSINESS,NO,88,1,NO,9,URBAN,N
10,PVT,M,GEN,77903,LABOUR,NO,87,2,YES,9,RURAL,Y
14,GOVT,M,GEN,62778,FARMER,YES,65,3,YES,3,RURAL,Y
17,GOVT,M,GEN,300000,PEON,NO,83,2,NO,11,RURAL,N
15,GOVT,M,SC,72226,PEON,NO,59,3,YES,3,RURAL,Y
15,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
16,GOVT,F,OBC,157688,BUSINESS,NO,60,3,NO,3,RURAL,Y
18,GOVT,M,ST,127250,TEACHER,NO,74,2,NO,4,URBAN,N
17,PVT,F,GEN,172200,BUSINESS,NO,86,1,NO,10,RURAL,N
11,GOVT,M,ST,102950,TEACHER,NO,61,4,YES,4,RURAL,Y
17,GOVT,M,ST,64617,LABOUR,NO,65,4,NO,4,URBAN,N
16,PVT,F,GEN,127808,LABOUR,NO,89,1,NO,3,RURAL,N
17,PVT,M,GEN,202811,BUSINESS,NO,88,2,NO,10,RURAL,N
18,PVT,F,GEN,300000,BUSINESS,YES,88,2,NO,9,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,88,1,NO,10,URBAN,N
18,PVT,F,GEN,300000,FARMER,YES,83,1,NO,10,RURAL,N
18,PVT,F,GEN,300000,PEON,NO,89,1,NO,10,RURAL,N
16,GOVT,M,ST,59000,LABOUR,NO,55,5,YES,4,RURAL,Y
18,PVT,F,GEN,236503,BUSINESS,YES,66,1,NO,10,RURAL,N
16,PVT,F,GEN,110496,LABOUR,YES,75,2,YES,10,RURAL,N
11,GOVT,M,GEN,113392,LABOUR,NO,62,5,NO,3,RURAL,Y
13,GOVT,M,OBC,108551,PEON,NO,55,4,YES,4,RURAL,Y
17,PVT,F,GEN,300000,ACCOUNTANT,NO,87,2,NO,11,RURAL,N
13,PVT,F,GEN,132649,PEON,NO,64,1,YES,8,RURAL,N
15,GOVT,F,GEN,95405,LABOUR,YES,58,1,YES,3,RURAL,N
12,PVT,M,GEN,105419,BUSINESS,YES,65,4,NO,10,RURAL,Y
13,GOVT,M,ST,59000,LABOUR,NO,55,4,YES,3,RURAL,Y
14,GOVT,M,OBC,132801,LABOUR,NO,66,3,YES,5,RURAL,Y
11,GOVT,M,OBC,83948,TEACHER,YES,85,2,NO,8,URBAN,Y
16,GOVT,M,GEN,104131,LABOUR,NO,61,2,NO,9,URBAN,Y
12,GOVT,M,OBC,300000,FARMER,NO,66,3,YES,5,RURAL,Y
11,GOVT,F,OBC,149254,LABOUR,NO,58,2,YES,4,RURAL,N
15,GOVT,M,SC,113415,TEACHER,NO,69,1,YES,5,RURAL,Y
14,GOVT,M,SC,76724,LABOUR,NO,58,4,YES,3,RURAL,Y
17,GOVT,M,SC,132887,PEON,NO,69,2,YES,12,RURAL,Y
16,PVT,F,GEN,92620,TEACHER,YES,72,2,NO,9,URBAN,N
15,GOVT,F,GEN,107041,TEACHER,YES,76,2,NO,3,URBAN,Y
18,GOVT,M,GEN,196551,TEACHER,NO,75,2,NO,10,RURAL,N
16,GOVT,F,GEN,224417,ACCOUNTANT,YES,89,2,NO,9,RURAL,Y
16,GOVT,M,OBC,76490,FARMER,NO,65,4,YES,4,RURAL,Y
16,GOVT,F,GEN,119821,FARMER,YES,55,2,NO,3,URBAN,Y
18,PVT,F,GEN,300000,TEACHER,NO,88,1,NO,9,URBAN,N
10,PVT,M,GEN,129716,PEON,NO,58,2,NO,4,RURAL,Y
17,PVT,M,GEN,131685,FARMER,YES,89,1,NO,9,RURAL,N
14,PVT,M,OBC,134645,FARMER,NO,69,1,YES,5,RURAL,Y
11,GOVT,F,OBC,116565,FARMER,YES,56,5,YES,3,RURAL,N
18,PVT,F,GEN,137480,PEON,NO,64,1,YES,3,URBAN,N
11,GOVT,M,OBC,79864,PEON,YES,55,5,YES,3,RURAL,Y
18,PVT,F,GEN,90167,BUSINESS,NO,84,1,NO,10,URBAN,N
17,GOVT,F,GEN,146939,TEACHER,NO,55,1,YES,9,RURAL,Y
9,GOVT,F,SC,103381,PEON,NO,81,5,NO,4,RURAL,Y
12,GOVT,M,OBC,100276,LABOUR,NO,56,4,YES,3,RURAL,Y
17,PVT,F,GEN,152065,ACCOUNTANT,YES,86,1,NO,11,RURAL,Y
10,GOVT,M,OBC,111926,BUSINESS,NO,59,3,YES,3,RURAL,Y
14,GOVT,M,OBC,89275,FARMER,NO,68,2,YES,3,RURAL,Y
16,GOVT,M,GEN,131400,ACCOUNTANT,NO,77,4,YES,10,RURAL,Y
18,PVT,F,GEN,103107,PEON,YES,82,1,NO,9,URBAN,N
17,GOVT,M,GEN,99200,PEON,YES,77,2,NO,12,URBAN,N
13,GOVT,M,GEN,110746,BUSINESS,NO,83,3,YES,9,RURAL,Y
15,GOVT,M,ST,59000,LABOUR,NO,56,3,YES,3,RURAL,Y
17,GOVT,F,GEN,124333,FARMER,YES,82,2,NO,10,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,8,URBAN,N
17,GOVT,F,OBC,183108,PEON,NO,89,1,YES,12,RURAL,Y
12,GOVT,M,SC,59000,LABOUR,NO,60,3,YES,3,RURAL,Y
16,GOVT,M,ST,109108,LABOUR,NO,76,2,YES,12,URBAN,Y
10,GOVT,M,OBC,67317,LABOUR,YES,57,5,YES,3,RURAL,Y
15,GOVT,M,OBC,109431,PEON,NO,57,4,YES,4,RURAL,Y
18,PVT,F,OBC,131399,ACCOUNTANT,NO,82,1,NO,11,RURAL,N
15,GOVT,M,OBC,139533,FARMER,NO,68,1,YES,5,RURAL,N
10,GOVT,M,ST,111360,BUSINESS,YES,75,4,NO,4,RURAL,N
17,GOVT,M,GEN,255950,ACCOUNTANT,YES,83,2,NO,10,RURAL,N
13,GOVT,M,OBC,117317,FARMER,NO,68,5,YES,4,RURAL,Y
18,PVT,F,OBC,300000,LABOUR,NO,87,1,NO,9,RURAL,N
12,GOVT,M,OBC,86490,PEON,YES,76,5,NO,3,RURAL,Y
18,PVT,F,GEN,185607,ACCOUNTANT,NO,89,2,NO,9,URBAN,N
10,GOVT,M,GEN,114771,ACCOUNTANT,NO,61,4,NO,3,RURAL,Y
14,GOVT,M,SC,59000,LABOUR,NO,56,3,YES,5,RURAL,Y
12,GOVT,M,OBC,94109,TEACHER,NO,62,5,YES,3,RURAL,Y
16,PVT,M,GEN,300000,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
10,GOVT,F,ST,116736,TEACHER,NO,64,5,YES,4,RURAL,Y
12,GOVT,M,OBC,99128,FARMER,NO,55,2,YES,4,RURAL,Y
18,GOVT,M,SC,103548,PEON,YES,66,2,YES,5,RURAL,Y
13,GOVT,M,OBC,59000,LABOUR,NO,61,5,YES,3,URBAN,Y
13,GOVT,M,GEN,91264,LABOUR,YES,63,5,NO,3,RURAL,Y
14,GOVT,M,OBC,138465,LABOUR,NO,66,1,YES,5,RURAL,Y
18,GOVT,F,OBC,144232,PEON,NO,60,1,YES,12,RURAL,Y
18,GOVT,M,GEN,173652,BUSINESS,NO,73,2,NO,3,RURAL,N
13,GOVT,M,ST,90845,TEACHER,NO,75,2,NO,10,URBAN,N
9,GOVT,M,OBC,59000,LABOUR,NO,55,4,YES,4,RURAL,Y
10,GOVT,M,ST,59000,LABOUR,YES,55,3,NO,3,RURAL,Y
16,PVT,F,GEN,188011,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
16,GOVT,F,GEN,294868,BUSINESS,NO,84,1,NO,9,RURAL,N
13,GOVT,M,ST,86694,LABOUR,NO,70,1,YES,5,RURAL,Y
18,PVT,M,GEN,98334,BUSINESS,YES,88,2,NO,9,URBAN,N
16,PVT,F,GEN,177912,PEON,YES,88,2,NO,10,URBAN,N
15,GOVT,F,GEN,102428,LABOUR,YES,76,4,NO,3,URBAN,Y
18,PVT,F,GEN,300000,ACCOUNTANT,YES,84,2,NO,10,URBAN,N
11,GOVT,M,GEN,95100,FARMER,NO,75,2,NO,3,URBAN,Y
12,PVT,M,GEN,112451,LABOUR,YES,79,5,NO,10,RURAL,N
17,PVT,F,GEN,243023,ACCOUNTANT,NO,87,1,NO,10,URBAN,N
18,PVT,F,GEN,135718,BUSINESS,NO,87,2,NO,10,RURAL,N
13,GOVT,M,OBC,59000,LABOUR,NO,62,1,NO,3,URBAN,Y
14,GOVT,M,ST,83158,TEACHER,NO,58,3,YES,4,RURAL,Y
16,PVT,F,GEN,60510,BUSINESS,NO,89,2,NO,9,RURAL,N
18,GOVT,M,OBC,59000,ACCOUNTANT,NO,82,3,YES,11,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,NO,89,2,NO,11,URBAN,N
18,PVT,F,GEN,285258,LABOUR,NO,63,1,NO,10,URBAN,N
17,PVT,F,GEN,300000,ACCOUNTANT,NO,89,1,NO,9,URBAN,N
17,GOVT,M,OBC,96487,PEON,NO,58,5,NO,4,RURAL,Y
18,PVT,M,GEN,223779,LABOUR,NO,85,3,NO,10,RURAL,N
16,PVT,F,ST,77737,BUSINESS,NO,87,3,NO,9,URBAN,N
11,GOVT,M,SC,72979,LABOUR,NO,76,4,YES,3,RURAL,Y
11,GOVT,M,OBC,120362,FARMER,NO,65,3,YES,4,URBAN,Y
14,PVT,M,OBC,168184,LABOUR,YES,89,4,NO,3,URBAN,Y
17,PVT,M,GEN,281245,BUSINESS,NO,76,2,YES,9,RURAL,Y
13,GOVT,M,GEN,172490,FARMER,NO,76,2,NO,3,RURAL,N
16,PVT,F,GEN,213570,BUSINESS,YES,82,3,NO,8,URBAN,N
11,GOVT,F,GEN,63824,LABOUR,YES,60,3,NO,4,RURAL,Y
9,GOVT,F,GEN,145358,LABOUR,YES,62,2,NO,9,URBAN,Y
12,GOVT,M,ST,72154,LABOUR,NO,56,4,YES,4,RURAL,Y
10,GOVT,M,ST,130257,LABOUR,NO,60,5,YES,4,RURAL,Y
18,PVT,F,GEN,191963,LABOUR,YES,89,1,NO,11,URBAN,N
17,PVT,F,GEN,140481,BUSINESS,NO,84,2,NO,9,URBAN,N
12,GOVT,M,OBC,59000,FARMER,NO,60,4,YES,5,RURAL,Y
13,GOVT,M,SC,122952,PEON,NO,63,4,YES,5,RURAL,Y
17,PVT,M,GEN,264885,FARMER,NO,89,2,NO,10,URBAN,N
15,GOVT,M,SC,110943,LABOUR,YES,75,3,NO,3,RURAL,Y
18,PVT,F,GEN,300000,BUSINESS,NO,89,1,NO,11,RURAL,N
14,GOVT,M,OBC,69432,FARMER,NO,59,4,YES,4,RURAL,Y
17,PVT,F,GEN,300000,BUSINESS,YES,89,2,NO,9,URBAN,N
18,PVT,F,GEN,213779,ACCOUNTANT,NO,82,1,NO,10,URBAN,N
18,PVT,F,GEN,135715,ACCOUNTANT,NO,65,1,NO,10,URBAN,N
15,GOVT,M,OBC,59000,LABOUR,NO,57,5,YES,4,RURAL,Y
10,GOVT,F,ST,127045,LABOUR,NO,63,1,YES,5,RURAL,Y
11,GOVT,M,SC,59000,LABOUR,YES,59,3,YES,4,RURAL,N
14,GOVT,M,GEN,231772,LABOUR,YES,59,5,YES,3,RURAL,Y
11,GOVT,M,SC,67257,LABOUR,YES,55,4,YES,4,RURAL,Y
11,GOVT,M,SC,84988,TEACHER,NO,65,5,YES,3,RURAL,Y
14,GOVT,M,GEN,97105,LABOUR,NO,65,4,YES,3,URBAN,Y
17,PVT,F,GEN,300000,ACCOUNTANT,YES,89,2,NO,9,URBAN,N
10,GOVT,M,SC,69583,BUSINESS,NO,62,4,YES,3,RURAL,Y
12,GOVT,M,ST,59000,FARMER,NO,59,2,YES,4,RURAL,Y
13,GOVT,F,ST,96502,LABOUR,NO,58,2,YES,4,RURAL,Y
17,PVT,F,GEN,239113,PEON,NO,89,1,NO,10,RURAL,N
16,PVT,F,GEN,188967,ACCOUNTANT,NO,89,1,NO,10,URBAN,N
13,GOVT,M,GEN,146263,PEON,NO,73,3,YES,12,RURAL,Y
13,GOVT,M,OBC,78133,TEACHER,YES,71,4,YES,3,RURAL,Y
14,GOVT,M,OBC,166465,FARMER,NO,64,3,YES,6,RURAL,Y
18,GOVT,F,SC,63694,ACCOUNTANT,NO,55,1,NO,3,RURAL,Y
13,GOVT,F,GEN,126684,LABOUR,NO,78,2,YES,4,RURAL,Y
18,PVT,F,OBC,146258,ACCOUNTANT,NO,89,2,YES,12,RURAL,N
11,GOVT,M,GEN,91190,TEACHER,NO,62,4,YES,4,RURAL,Y
15,GOVT,M,GEN,161569,LABOUR,NO,75,4,YES,5,RURAL,Y
15,PVT,F,GEN,300000,BUSINESS,YES,88,2,NO,7,URBAN,N
18,PVT,F,OBC,194333,PEON,YES,89,1,NO,11,RURAL,N
18,GOVT,M,OBC,82702,PEON,YES,71,5,YES,12,RURAL,Y
18,PVT,F,OBC,222569,ACCOUNTANT,NO,89,2,YES,12,RURAL,N
18,PVT,F,OBC,155949,BUSINESS,NO,87,1,YES,12,RURAL,N
12,GOVT,M,GEN,92565,PEON,YES,65,4,NO,3,RURAL,Y
